branch,grid_index,fraction_to_theoretical_endpoint,gamma_d_prime,kappa_ratio,gains_from_trade_pct,A_hash,f_hash,classification,delta_star,certified_lower_bound,exact_infeasibility_kind,exact_infeasibility_block,policy,evaluation_cap,raw_lower_limit,solver_status,iterations,wall_seconds,warm_start_source,primal_dual_gap,normalization_residual,weighted_moment_residual,kkt_residual,primal_divergence,dual_divergence,min_slack,gravity_residual_A,gravity_residual_f,min_density_ratio,max_density_ratio,cold_replay_status
B_toward_max_gamma,0,0.0,0.9697008880208994,0.9796971896,2.03028104,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.000407206993,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,2,0.492,calibration_seed,2.494478e-15,0.0,2.342571e-14,,0.000407207,0.000407207,0.02051175,-3.756544e-15,6.071532e-16,0.2776345,4.753382,not_replayed
B_toward_max_gamma,23,0.330625,0.9796841271429316,0.9864098063,1.35901937,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.0188047793,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,18,0.5667,previous_finite_idx22,3.500672e-15,2.220446e-16,1.088019e-14,,0.01880478,0.01880478,0.01368339,-3.756544e-15,-6.158268e-17,1.438954e-07,4.753382,not_replayed
B_toward_max_gamma,24,0.36,0.9805727542903322,0.9870062013,1.29937987,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.023070536,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,18,0.5551,previous_finite_idx23,1.762479e-15,0.0,2.431388e-14,,0.02307054,0.02307054,0.01307896,-3.756544e-15,5.4904e-16,8.175316e-09,4.753382,not_replayed
B_toward_max_gamma,25,0.390625,0.9814994813887556,0.9876279749,1.23720251,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.0282116559,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,18,0.544,previous_finite_idx24,2.498002e-15,1.110223e-16,1.876277e-14,,0.02821166,0.02821166,0.0124492,-3.756544e-15,2.931683e-16,2.502247e-10,4.753382,not_replayed
B_toward_max_gamma,26,0.4225,0.9824643439287112,0.988275127,1.1724873,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.0344676284,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,18,0.592,previous_finite_idx25,1.339207e-15,0.0,1.287859e-14,,0.03446763,0.03446763,0.01179415,-3.756544e-15,2.055647e-16,3.353726e-12,4.753382,not_replayed
B_toward_max_gamma,27,0.455625,0.9834673789845473,0.9889476576,1.10523424,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.0420851529,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,18,0.5945,previous_finite_idx26,7.188694e-15,2.220446e-16,1.010303e-14,,0.04208515,0.04208515,0.01111387,-3.756544e-15,1.899522e-16,1.482031e-14,4.753382,not_replayed
B_toward_max_gamma,28,0.49,0.984508625063127,0.9896455667,1.03544333,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.0513830037,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,18,0.531,previous_finite_idx27,3.358425e-15,0.0,1.687539e-14,,0.051383,0.051383,0.01040841,-3.756544e-15,2.367898e-16,1.3850500000000002e-17,4.753382,not_replayed
B_toward_max_gamma,29,0.525625,0.9855881221013943,0.9903688543,0.96311457,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.0628611857,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,18,0.5559,previous_finite_idx28,2.345346e-15,0.0,9.880985e-15,,0.06286119,0.06286119,0.009677825,-3.756544e-15,6.548581e-16,1.213215e-21,4.753382,not_replayed
B_toward_max_gamma,30,0.5625,0.9867059116131867,0.9911175205,0.88824795,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.0772930874,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,18,0.5449,previous_finite_idx29,3.119727e-14,0.0,8.034669e-14,,0.07729309,0.07729309,0.008922164,-3.756544e-15,3.313322e-16,2.049132e-27,4.753382,not_replayed
B_toward_max_gamma,31,0.600625,0.9878620360893579,0.9918915651,0.81084349,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.0958694661,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,20,0.5905,previous_finite_idx30,3.080869e-15,0.0,1.598721e-14,,0.09586947,0.09586947,0.008141487,-3.756544e-15,6.071532e-18,2.9516139999999998e-36,4.753382,not_replayed
B_toward_max_gamma,32,0.64,0.9890565400403623,0.9926909883,0.73090117,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.120842011,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,20,0.6093,previous_finite_idx31,5.093148e-15,0.0,1.509903e-14,,0.120842,0.120842,0.007335853,-3.756544e-15,2.099015e-16,2.04271e-51,5.472905,not_replayed
B_toward_max_gamma,33,0.680625,0.9902894687985806,0.9935157899,0.64842101,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.15706264,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,20,0.5965,previous_finite_idx32,1.582068e-15,0.0,1.365574e-14,,0.1570626,0.1570626,0.006505324,-3.756544e-15,-2.0383e-16,1.5148190000000002e-82,6.920592,not_replayed
B_toward_max_gamma,34,0.7225,0.9915608697108389,0.9943659701,0.56340299,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.219136452,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,22,0.6157,previous_finite_idx33,7.022161e-15,0.0,2.131628e-14,,0.2191365,0.2191365,0.005649961,-3.756544e-15,-2.029626e-16,1.807921e-172,9.94129,not_replayed
B_toward_max_gamma,35,0.765625,0.9928707910892491,0.9952415288,0.47584712,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,0.387492856,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,24,0.6375,previous_finite_idx34,inf,0.0,9.65894e-15,,inf,0.3874929,0.004769829,-3.756544e-15,9.107298000000001e-17,0.0,20.27073,not_replayed
B_toward_max_gamma,36,0.81,0.994219282806054,0.996142466,0.3857534,9a1740660f5d4abf,c9e739c0aaaab3dd,FiniteSolved,2.3261037,,,-1,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,0,26,0.7513,previous_finite_idx35,inf,0.0,3.896883e-14,,inf,2.326104,0.003864993,-3.756544e-15,-1.179612e-16,0.0,88.09483,not_replayed
B_toward_max_gamma,37,0.855625,0.9956063961410754,0.9970687817,0.29312183,9a1740660f5d4abf,c9e739c0aaaab3dd,InfiniteDeltaCertified,,,origin_block,2,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,-1,8,0.1341,previous_finite_idx36,,,,,,,,,,,,not_replayed
B_toward_max_gamma,38,0.9025,0.9970321839283849,0.998020476,0.1979524,9a1740660f5d4abf,c9e739c0aaaab3dd,InfiniteDeltaCertified,,,origin_block,2,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,-1,8,0.1427,previous_finite_idx36,,,,,,,,,,,,not_replayed
B_toward_max_gamma,39,0.950625,0.9984966999537128,0.9989975487,0.10024513,9a1740660f5d4abf,c9e739c0aaaab3dd,InfiniteDeltaCertified,,,origin_block,2,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,-1,8,0.1616,previous_finite_idx36,,,,,,,,,,,,not_replayed
B_toward_max_gamma,40,1.0,1.0,1.0,0.0,9a1740660f5d4abf,c9e739c0aaaab3dd,InfiniteDeltaCertified,,,origin_block,2,CappedEvaluation(cap=10.0; max_iterations=10000; max_seconds=90.0),10.0,-10.0,-1,8,0.1296,previous_finite_idx36,,,,,,,,,,,,not_replayed
